Name,Meaning,Gender,Origin,Lucky #,Religion,Short Name,Name Length
Tuah,"Luck or fortune
",Boy,Urdu,6,Muslim,YES,4 Letters and 1 Word
Tukhral,Hunter Bird,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Taneem,Look After,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Tafzeel,Priority,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Reshaeel,An Angel's Name,Boy,Arabic,1,Muslim,NO,8 Letters and 1 Word
Rukham,Soft & Delicate,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Ramooz,Signal,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Rahson,Guide,Boy,Balochi,1,Muslim,YES,6 Letters and 1 Word
Roshan Jabeen,Beautiful,Boy,Arabic,4,Muslim,NO,13 Letters and 2 Word
Rubbab,Instrument,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Ramaz,Secretary,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Rahen,Weak,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Raheb,Lion,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Rabat,Doctor,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Tafreed,Alone,Boy,Arabic,10,Muslim,NO,7 Letters and 1 Word
Risam,Artist,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Raise,Tears,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Riyash,Excellent,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Tasheel,Easy,Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Toheed,Believe Alone,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Rayet,Flag,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Taqabbal,Accept,Boy,Arabic,1,Muslim,NO,8 Letters and 1 Word
Rooh-Ul-Ameen,Honest,Boy,Arabic,4,Muslim,NO,13 Letters and 1 Word
Rakeen,"Fixed, Strong, Solid, Cogent",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ramah,Group,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Rizvi,Descendant of Imam Ali Raza,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Rahee,"Traveller, Passenger",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Raamis,Path guider,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Rijab,Greatness,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Rahbaan,Savior,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Rafet,Compassionate,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Rasim,Image,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Rameel,Decorator,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Khasiay,Simple,Boy,Urdu,5,Muslim,NO,7 Letters and 1 Word
Karraar,"Impetuous, Attacking Violently",Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Karoobi,"Angel,",Boy,Urdu,2,Muslim,NO,7 Letters and 1 Word
Kaizer,An emperor,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Khoda-dad,God-given,Boy,Persian,2,Muslim,NO,9 Letters and 1 Word
Khair Al Din,Goodness of the faith,Boy,Urdu,5,Muslim,NO,12 Letters and 3 Word
Jajman,Owner,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Jurrat,Brave,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Jabbal,"Mountains, Mountains",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Jarwan,Addiction,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Jareed,Messenger,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Jahangeer,"World-conqueror, Title Of The Fourth Mogul Emperor Of India",Boy,Arabic,10,Muslim,NO,9 Letters and 1 Word
Janbar,Save,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Khdyo,"The title of Egyptian kings,",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Jaaz,Song,Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Khairudeen,Variant Of Khairudin: The Good Of The Faith,Boy,Arabic,5,Muslim,NO,10 Letters and 1 Word
Khurami,"Delight, Cheerfulness, Pleasure",Boy,Urdu,3,Muslim,NO,7 Letters and 1 Word
Kharijah,"Outside, external",Boy,Urdu,3,Muslim,NO,8 Letters and 1 Word
Khawli,"Deer, Name of a Sahabi",Boy,Urdu,6,Muslim,YES,6 Letters and 1 Word
Khallad,"Old, Aged (also name of Prophets (SAW) companion",Boy,Urdu,5,Muslim,NO,7 Letters and 1 Word
Khallaq,Another name for God,Boy,Urdu,1,Muslim,NO,7 Letters and 1 Word
Khairaldin,The good of the faith,Boy,Urdu,3,Muslim,NO,10 Letters and 1 Word
Khirash,"Scratching, Scraping, (name of a companion)",Boy,Urdu,3,Muslim,NO,7 Letters and 1 Word
Kaka,Child,Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Khwazun,"Movement / Moving,",Boy,Urdu,6,Muslim,NO,7 Letters and 1 Word
Karawan,Karawan is an expression used to avert the Evil Eye,Boy,Turkish,6,Muslim,NO,7 Letters and 1 Word
Jahool,Fool,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Khayrullah,"The Prosperity of Allah swt,",Boy,Urdu,5,Muslim,NO,10 Letters and 1 Word
Khulayd,"Abiding, (name of companion)",Boy,Urdu,4,Muslim,NO,7 Letters and 1 Word
Jaudan,Always,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Khabaz,Bread Maker,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Jalawat,Brave,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Jahfal,Powerfull,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Jarnam,Body,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Jabeerah,Braslate,Boy,Arabic,4,Muslim,NO,8 Letters and 1 Word
Jaiesh,Excellent,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Jabaal,Mountain,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Jahindah,Clever Man,Boy,Arabic,5,Muslim,NO,8 Letters and 1 Word
Jabees,Bear Puppy,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Jaladin,Brightness Of Deen,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Jazakat,Strongness,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Jawedaan,"Eternal, Everlasting",Boy,Arabic,6,Muslim,NO,8 Letters and 1 Word
Jalwaz,Chilgoza Pine,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Jaqallah,Army,Boy,Arabic,4,Muslim,NO,8 Letters and 1 Word
Kambar,Black and White,Boy,Balochi,3,Muslim,YES,6 Letters and 1 Word
Khabay,Secret,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Khulaidah,A form of Khalidah,Boy,Urdu,4,Muslim,NO,9 Letters and 1 Word
Kais,Wise,Boy,Arabic,7,Muslim,YES,4 Letters and 1 Word
Khanakhanan,Sardar of warlords,Boy,Persian,7,Muslim,NO,11 Letters and 1 Word
Khedeem,"Employee, Servant",Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Khawwas,"To be filled with food,",Boy,Urdu,4,Muslim,NO,7 Letters and 1 Word
Khushhaal,"Prosperous, Happy, Fortunate",Boy,Urdu,1,Muslim,NO,9 Letters and 1 Word
Zwail,Movement,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Zwaizen,Name Of A King,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Zureet,Nobility,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Zuhaan,Gift;Gift from God,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Zaryan,Seeker of wealth,Boy,Afghani,7,Muslim,YES,6 Letters and 1 Word
Zuljan,The Shadow Of The Beloved,Boy,Turkish,2,Muslim,YES,6 Letters and 1 Word
Zuqan,Good Habit,Boy,Arabic,10,Muslim,YES,5 Letters and 1 Word
Zaidan,Increase,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Zwaim,Storage,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Zurdah,The Top Of The Mountain,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Jazay,Independent Temperament,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Jazee,Revenge,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Junaid Hassan,,Boy,Arabic,5,Muslim,NO,13 Letters and 2 Word
Jarjabeen,A Prophet's Name,Boy,Arabic,2,Muslim,NO,9 Letters and 1 Word
Jaldil,Elderly,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Juml,Beautiful,Boy,Arabic,1,Muslim,YES,4 Letters and 1 Word
Jaasleeq,Flattery,Boy,Arabic,5,Muslim,NO,8 Letters and 1 Word
Zimam,Authority,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Zureb,Strong,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Zwad,Honor,Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Zalaan,"Sparkling, radiant",Boy,Pashto,8,Muslim,YES,6 Letters and 1 Word
Zyal,Angry,Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Zulnoorain,Title,Boy,Arabic,8,Muslim,NO,10 Letters and 1 Word
Zureenab,Fragrance,Boy,Arabic,8,Muslim,NO,8 Letters and 1 Word
Zuwad,Fragrance,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Zuat,A Tribe's Name,Boy,Arabic,4,Muslim,YES,4 Letters and 1 Word
Zarwan,Scattering,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Malang,Mad,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Masoud,"Happy, Lucky",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Madhat,definition,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Muhammad-taqqi,Early Imam (Leader) Of Islam,Boy,Arabic,8,Muslim,NO,14 Letters and 1 Word
Mubariz,Soldier,Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Muballigh,To Convey,Boy,Arabic,1,Muslim,NO,9 Letters and 1 Word
Manet,"Citation,Example",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Mart,A Boy born during the month of March,Boy,Turkish,2,Muslim,YES,4 Letters and 1 Word
Mehrdad,Gift Of The Sun,Boy,Persian,2,Muslim,NO,7 Letters and 1 Word
Matlub,"Wanted, Unknown",Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Abis,"Quick, Alert, Swift",Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Ahkam,Strong,Boy,Urdu,4,Muslim,YES,5 Letters and 1 Word
Abdi,Abbreviated Form Of Abdul,Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Dad Ras,Judge,Boy,Arabic,8,Muslim,NO,7 Letters and 2 Word
Amatullah,Slave Of God,Boy,Arabic,10,Muslim,NO,9 Letters and 1 Word
Aoun,"Help, Charity",Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Dildada,Ashiq,Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Darej,Common,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Daraab,Angry,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Dareer,An Oil Lamp,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Dil Baz,"Brave, Bold, Courageous",Boy,Arabic,8,Muslim,NO,7 Letters and 2 Word
Dandoat,Prostrate,Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Dabeel,Weak,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Daqeeqa,Little Thing,Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Dad Kastar,Judge,Boy,Arabic,3,Muslim,NO,10 Letters and 2 Word
Darozi,Name Of A Sect,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Didawer,Clever,Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Zunbeq,White Flower,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Zufaf,Heat,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Ziad,"Extra, Excess, Abundance",Boy,Arabic,4,Muslim,YES,4 Letters and 1 Word
Zuljalal,"Possessed Of Dignity, Majesty Or Glory, Glorious, One Of The Names Of Allah",Boy,Arabic,9,Muslim,NO,8 Letters and 1 Word
Zebeeb,ZEBEEB FAROOQ ZEBEEB USMAN ZEBEEB KHURRAM ZEBEEB KALEEM,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Zumt,Promise,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Zishan,Magnificent,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Zumurad,Green Stone,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Zuwar,Watcher,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Zahil,Comfort,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Mizan,"Balance, Scales, Measure, Weight",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Maftooh,Conquest ,Boy,Urdu,3,Muslim,NO,7 Letters and 1 Word
Maruf,"Known, Celebrated",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Mufid,Useful,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Mana'm,soft and Delicate,Boy,Urdu,3,Muslim,YES,6 Letters and 1 Word
Ali Sher,"The High, Exalted One, Lion",Boy,Arabic,8,Muslim,NO,8 Letters and 2 Word
Aarzu,"Wish, hope, love,",Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
afi,Pure nature,Boy,Urdu,7,Muslim,YES,3 Letters and 1 Word
Abdul-rauf,Variant Of Abdul-Raouf: Servant Of The Most Merciful,Boy,Arabic,9,Muslim,NO,10 Letters and 1 Word
Alp,"A brave hero known for his valour and sacrifice is a demanding name to take,",Boy,Turkish,6,Muslim,YES,3 Letters and 1 Word
Abdul-mateen,"Servant Of The Firm, Strong",Boy,Arabic,9,Muslim,NO,12 Letters and 1 Word
Abadi,"Eternal, Endless, Immortal",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Adham,Black,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Asar,"Mark, Print, Effect, Footprint",Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Ayyub,"To Return To God, To Repent, Name Of Prophet",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Afham,"Understanding, wisdom, awareness",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Ayar,"Helper, Friend",Boy,Persian,5,Muslim,YES,4 Letters and 1 Word
Areez,To Say,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Abul Kalam,"Father of speech, eloquent,",Boy,Urdu,5,Muslim,NO,10 Letters and 2 Word
Damaque,Power,Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Dagh,Mark,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Darmak,Soft Soil,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Dafas,Brightness & Softness,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Ayoub,In Turkish meaning is : Job,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Damoon,Ugly,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Dameem,Ugly,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Daree,Perfume Seller,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Damida,Opened,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Darrase,Pearls Seller,Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Dabeeb,Door,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Dildose,Favorite,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Dastras,Access,Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Dabair-Ul-Mak,Royal Clerk,Boy,Arabic,9,Muslim,NO,13 Letters and 1 Word
Diqaq,Flour Seller,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Daeb,Hard Worker,Boy,Arabic,7,Muslim,YES,4 Letters and 1 Word
Daleer,"Fearless, Dauntless, Intrepid",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Darbab,Relationship,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Dmaan,Power,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Mubdi,"Going To Create, God",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Mo'affer,High status,Boy,Urdu,4,Muslim,NO,8 Letters and 1 Word
Munzer,Scarer ,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Muta,In Hindu meaning is : Obeyed,Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Mutal,high status,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Muraad,"Variant Of Murad: Desire, Object",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Muneef,"INCORRUPTION,elderly",Boy,Urdu,9,Muslim,YES,6 Letters and 1 Word
Modood,friend,Boy,Urdu,6,Muslim,YES,6 Letters and 1 Word
Mahdy,Variant Of Mahdi: Guided To The Right Path,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Mahaser,"Compasser,Hadi",Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Maee,"Expurgatorial,To Erase",Boy,Urdu,5,Muslim,YES,4 Letters and 1 Word
Ma’awiya,"First Umayyad Khalifah, Companion Of Prophet Muhammad (p,b,u,h,)",Boy,Arabic,6,Muslim,NO,8 Letters and 1 Word
Mutawakkil,Having Faith In Allah (God),Boy,Arabic,9,Muslim,NO,10 Letters and 1 Word
Metin,Having or wielding force or authority,Boy,Turkish,5,Muslim,YES,5 Letters and 1 Word
Mehrak,A Character In Shahnameh,Boy,Persian,5,Muslim,YES,6 Letters and 1 Word
Arifin,Saints,Boy,Urdu,5,Muslim,YES,6 Letters and 1 Word
Arsham,Very Strong Name Of Dariush's Grandfather,Boy,Persian,2,Muslim,YES,6 Letters and 1 Word
Avir,Great,Boy,Persian,1,Muslim,YES,4 Letters and 1 Word
Asam,Bottle rope,Boy,Arabic,4,Muslim,YES,4 Letters and 1 Word
Ali Akbar,"The High, Exalted One, Great",Boy,Arabic,7,Muslim,NO,9 Letters and 2 Word
Aibak,Slave Messenger,Boy,Turkish,4,Muslim,YES,5 Letters and 1 Word
Aagha,"Leader, Ruler, Master, Chief",Boy,Turkish,2,Muslim,YES,5 Letters and 1 Word
Ali Asghar,Infant son of Imam Husayn who attained martyrdom in the Karbala when he was a suckling baby,Boy,Arabic,6,Muslim,NO,10 Letters and 2 Word
Abdal,"Substitutes, Persons By Whom God Continues The World In Existence",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Abbasi,Pertaining To Abbas,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Nazeem,Stanza,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Neymat,Gift,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Nesfet,Teacher,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ghazal-e-Chashm,Big Eyes Man,Boy,Arabic,4,Muslim,NO,15 Letters and 1 Word
Ghamar,More,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ghayaz,The Forest,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Ghazah,Red,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Golandaz,The Bomb,Boy,Arabic,1,Muslim,NO,8 Letters and 1 Word
Ghial,"Tiger, Lion",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Gozil,Brave,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Gull-e-lala,Red Flower,Boy,Arabic,8,Muslim,NO,11 Letters and 1 Word
Ghazib,Shoulder,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Gazaf,Boat Riders,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Gulban,Rose Plant,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Nafey,"Beneficial, Advantageous, Profitable",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Nosher,Brave,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Niyabat,Vice,Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Neloferi,Name Of A Flower,Boy,Arabic,8,Muslim,NO,8 Letters and 1 Word
Nadman,Shameful,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Narwan,"Deliverance, Liberation, Freedom",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Naseef,Half,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Nirwan,Salvation,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Neelak,Silk Cloth,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Naail,Receiver,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Nameer,Clean Water,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
No Names,No Names,Boy,Arabic,1,Muslim,NO,8 Letters and 2 Word
Nashid,Song,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Nakhshab,Name Of A City,Boy,Arabic,7,Muslim,NO,8 Letters and 1 Word
Nashar,Wound,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Gharban,Hungry,Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Gansel,"Sacred, Sanctified, Holy, Blessed",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Gul Jafri,Yellow Flower,Boy,Arabic,8,Muslim,NO,9 Letters and 2 Word
Ghareeb-Ul-Diyyar,Passenger,Boy,Arabic,9,Muslim,NO,17 Letters and 1 Word
Gotal,Bright,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Ghuncha-e-Gul,Flower Bud,Boy,Arabic,1,Muslim,NO,13 Letters and 1 Word
Ghozah,Bud,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Gulfaam,Beautiful Like Flower,Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Gonish,The Sun,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ghayet,Flag,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Ghashmir,Giver,Boy,Arabic,2,Muslim,NO,8 Letters and 1 Word
Ghidah,Morning,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Garazi,Brave,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Gheiz,Bud,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Naqabat,Appreciable,Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Ghazal-e-Kaba,Gold Deer,Boy,Arabic,8,Muslim,NO,13 Letters and 1 Word
Nazeel,Passenger,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Naiyer,Bright Star,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Nazahat,"Purity, Cleanliness",Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Nizamat,Arrangement,Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Naiem,Comfortable,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Nakhuda,Leader,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Nashim,Comfort,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Nafaa,Beneficial,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Naahi,Intention,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Nawaaz,Gentleman,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Nahaj,"Free Man, A Person Free From Slavery, Not Slave, Free",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Ghawir,Awesome,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Ghamiz,Wish,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Gharir,Good Ethics,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Ghusharib,Brave,Boy,Arabic,9,Muslim,NO,9 Letters and 1 Word
Harsam,Lion,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Hasheem,"Crusher Of Evil,",Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Huss,Saffron,Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Himam,Destiny,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Husamuddin,"Sword of religion (Islam),",Boy,Urdu,1,Muslim,NO,10 Letters and 1 Word
Haqi,To Tell The Truth,Boy,Arabic,1,Muslim,YES,4 Letters and 1 Word
Hamayoon,BEATIFIC happy,Boy,Persian,8,Muslim,NO,8 Letters and 1 Word
Hallaj,Cotton Refiner,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Hadidah,"Sword, Weapon",Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Hajaj,Many Pilgrimage ,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Haqaiq,"Truths, Facts",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Haiel,Scarer ,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Hudad,"Nawazish, please",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Husni,Goodness( Swahili origin ),Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Hajveri,Hujriwi Living,Boy,Urdu,9,Muslim,NO,7 Letters and 1 Word
Haisham,Uncombining,Boy,Urdu,4,Muslim,NO,7 Letters and 1 Word
Hashib,The Rain,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Hamit,Arabic counterpart Hamid,Boy,Turkish,8,Muslim,YES,5 Letters and 1 Word
Homayoon,"Royal, Fortunate",Boy,Persian,8,Muslim,NO,8 Letters and 1 Word
Haanee,"Variant Of Hani: Happy, Delighted, Content",Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Hanoon,"Compassionate, merciful",Boy,Urdu,6,Muslim,YES,6 Letters and 1 Word
Hosni,Variant transcription of HUSNI,Boy,Urdu,1,Muslim,YES,5 Letters and 1 Word
Heerad,Appearing Fresh And Healthy,Boy,Persian,3,Muslim,YES,6 Letters and 1 Word
Hilmi,"Gentle, calm",Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Hunbal,To Recognize,Boy,Urdu,9,Muslim,YES,6 Letters and 1 Word
Hamrahi,Playing With The,Boy,Urdu,9,Muslim,NO,7 Letters and 1 Word
Hassan-'askaree,"Early Imam (Leader) Of Islam, Grandson Of Prophet Muhammad",Boy,Arabic,8,Muslim,NO,15 Letters and 1 Word
Hashid,"One who rallies people, crowded, gathered",Boy,Urdu,7,Muslim,YES,6 Letters and 1 Word
Hajab,"Concierge, guardian",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Irshad Ali,,Boy,Arabic,4,Muslim,NO,10 Letters and 2 Word
Haraz,"Make fun, comedy,",Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Iftikhar Hussain,,Boy,Arabic,6,Muslim,NO,16 Letters and 2 Word
Israr Ahmed,,Boy,Arabic,2,Muslim,NO,11 Letters and 2 Word
Izaan Ahmed,,Boy,Arabic,1,Muslim,NO,11 Letters and 2 Word
Islam Ali,,Boy,Arabic,8,Muslim,NO,9 Letters and 2 Word
Inayat Ahmed,,Boy,Arabic,8,Muslim,NO,12 Letters and 2 Word
