Name,Meaning,Reference,Gender,Origin,Lucky #,Religion,Short Name,Name Length,Personalities
Zull,Shade,,Girl,Arabic,3,Muslim,YES,4 Letters and 1 Word,
Zeb,"Decoration, Adornment",,Girl,Arabic,1,Muslim,YES,3 Letters and 1 Word,
Zahin,Clever,,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Zulfain,Chain,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Zubaidee,Selected,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Zullah,Shade,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Zurmah,Fire,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Zareesh,"A Woman With Great Wealth
",,Girl,Pashto,3,Muslim,NO,7 Letters and 1 Word,
Zubaanah,Fire,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Zulla,"Shade, especially the shade of trees",,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Zuaeen,Passenger,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Zayaan,Beautiful,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Zuqiyah,A Plant,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Jafikha,Proud,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Jarass,Voice,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Jalala,Angry,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Jaddaal,The War,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Jaffree,Marigold,,Girl,Arabic,3,Muslim,NO,7 Letters and 1 Word,
Joolia,Full Of Youth,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Jalilaah,Honorable,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Jewandi,"Alive, Strong, Firm, Fixed, Established",,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Jaaziyah,Revenge,,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Jammilah,Beautiful,,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Jazlaah,Happy,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Jumdah,Honorable,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Jassoor,Brave,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Jawidaan,Always,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Jassrah,The Source,,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Jaananah,Lovely,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Jamaana,Pearl,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Jushan,Jewelery,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Jaazmah,Intention,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Jalorez,Fast,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Jawaand,God's Gift,,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Jameemaa,Peace,,Girl,Arabic,4,Muslim,NO,8 Letters and 1 Word,
Jammaal,Beautiful,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Jaazam,Still,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Jazzaa,Fruite,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Jaarjeenah,Loving,,Girl,Arabic,2,Muslim,NO,10 Letters and 1 Word,
Jalwah,"Sight, View, Show, Scene",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Jallees,Friend,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Jaasiah,Women,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Jaasindah,Beautiful,,Girl,Arabic,6,Muslim,NO,9 Letters and 1 Word,
Gulghadar,Like Rose,,Girl,Arabic,4,Muslim,NO,9 Letters and 1 Word,
Gulbaza,Playing With Flowers,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Guldam,Name Of A Bird,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Gul Ahmer,Red Flower,,Girl,Arabic,2,Muslim,NO,9 Letters and 2 Word,
Gulzaiba,Two Colored Flowers,,Girl,Arabic,7,Muslim,NO,8 Letters and 1 Word,
Gullten,Like Flower,,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Ghamashiyah,Hidden,,Girl,Arabic,6,Muslim,NO,11 Letters and 1 Word,
Gulandam,Flower Mold,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Ghareef,Dense Tree,,Girl,Arabic,3,Muslim,NO,7 Letters and 1 Word,
Gharaazah,Fresh,,Girl,Arabic,8,Muslim,NO,9 Letters and 1 Word,
Gulsitaan,The Garden,,Girl,Arabic,3,Muslim,NO,9 Letters and 1 Word,
Gul-e-Mahtab,White Flower,,Girl,Arabic,3,Muslim,NO,12 Letters and 1 Word,
Ghazaam,Love,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Ghunsa,Bud,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Gunjerah,Bright,,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Gul-e-Maala,Necklace,,Girl,Arabic,5,Muslim,NO,11 Letters and 1 Word,
Ghozeh,Cheeks,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Gulaalah,Curly Hair,,Girl,Arabic,5,Muslim,NO,8 Letters and 1 Word,
Garaamee,Honorable,,Girl,Arabic,1,Muslim,NO,8 Letters and 1 Word,
Ghaidah,Beautiful,,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Ghayyoor,Shy,,Girl,Arabic,1,Muslim,NO,8 Letters and 1 Word,
Ghayaass,Merciful,,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Basinah,"Kitty, kitten",,Girl,Urdu,3,Muslim,NO,7 Letters and 1 Word,
Gulbashem,Jasmine,,Girl,Arabic,6,Muslim,NO,9 Letters and 1 Word,
Ganjbakhsh,Treasurer,,Girl,Arabic,3,Muslim,NO,10 Letters and 1 Word,
Ghazall,Genre Of Poetry,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Barraqa,"Bright, brilliant, shining",,Girl,Urdu,6,Muslim,NO,7 Letters and 1 Word,
Bathshira,"Seventh Girl-child,",,Girl,Arabic,9,Muslim,NO,9 Letters and 1 Word,
Baoidhi,"Scent, Perfume",,Girl,Persian,8,Muslim,NO,7 Letters and 1 Word,
Baraim,"Pl, of Burum, blossom, bud,",,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Bisharah,A narrator of Hadith,,Girl,Urdu,7,Muslim,NO,8 Letters and 1 Word,
Busayrah,She was a female companion,,Girl,Urdu,4,Muslim,NO,8 Letters and 1 Word,
Bassama,"Smiling, fem, of Bassam,",,Girl,Urdu,3,Muslim,NO,7 Letters and 1 Word,
Bariya,Creatures,,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Beela,God's,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Bi Bi,Pious,,Girl,Arabic,6,Muslim,YES,5 Letters and 2 Word,
Busr,Unripened dates,,Girl,Urdu,7,Muslim,YES,4 Letters and 1 Word,
Gul Andaam,Like Flower,,Girl,Arabic,2,Muslim,NO,10 Letters and 2 Word,
GulChehr,Like Rose,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Ghariq,Deep,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Baydah,"Worshipper, Servant of Allah",,Girl,Urdu,6,Muslim,YES,6 Letters and 1 Word,
Gulbazeh,Flower,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Batinah,"Hidden, Inner",,Girl,Urdu,7,Muslim,NO,7 Letters and 1 Word,
Ghulfaan,Fast Speed,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Banou,Female; Lady; Princess,,Girl,Turkish,5,Muslim,YES,5 Letters and 1 Word,
Buaa,Sister,,Girl,Arabic,9,Muslim,YES,4 Letters and 1 Word,
Barka,Cloth,,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Badiya,Appear,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Bedaa,Ground,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Biaah,Blessing,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Bangi,Man Who Summon Muslims For Prayer,,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Beenaa,The Building,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Bella,Vow To God,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Beshi,More,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Bukhaari,Citizen Of Bukhara,,Girl,Arabic,3,Muslim,NO,8 Letters and 1 Word,
Budhee,Wise,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Barkhi,Praise,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Durqaa,Cloud,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Babbi,Kiss,,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Benazira,"A girl with no comparison
",,Girl,Pashto,7,Muslim,NO,8 Letters and 1 Word,
Baandi,Servant,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Dilaraam,Lover,,Girl,Arabic,5,Muslim,NO,8 Letters and 1 Word,
Derkhshaandah,Bright,,Girl,Arabic,3,Muslim,NO,13 Letters and 1 Word,
Dushkaa,Lovely,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Dakhlaah,Drop,,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Daebaan,Night & Day,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Dillshaad,Happy,,Girl,Arabic,6,Muslim,NO,9 Letters and 1 Word,
Durshakaa,Life,,Girl,Arabic,1,Muslim,NO,9 Letters and 1 Word,
Darree,Slave,,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Dadkusstar,Judge,,Girl,Arabic,3,Muslim,NO,10 Letters and 1 Word,
Dajiah,Dark Night,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Dashyaa,Congratulations,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Dushnah,Knife,,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Durbaah,Custom,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Tariqah,This was the name of the freed slave of Labeet of the family of the princes of al-Qays bin Zayd AN,,Girl,Urdu,3,Muslim,NO,7 Letters and 1 Word,
Taabdaar,Bright,,Girl,Arabic,5,Muslim,NO,8 Letters and 1 Word,
Tareefa,"Rare, Strange, Curious",,Girl,Urdu,10,Muslim,NO,7 Letters and 1 Word,
Dasaeed,Excellent,,Girl,Arabic,4,Muslim,NO,7 Letters and 1 Word,
Disaam,Glass,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Tameemah,Name of a poetess,,Girl,Urdu,3,Muslim,NO,8 Letters and 1 Word,
Tahrim,Obstacle,,Girl,Arabic,10,Muslim,YES,6 Letters and 1 Word,
Fadheela,In Muslim meaning is : Virtue,,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Faatinah,"Variant Of Fatinah: Captivating, Alluring, Enchanting, Fascinating, Charming,",,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Farizah,Arch,,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Fakeehah,Cheerful,,Girl,Urdu,9,Muslim,NO,8 Letters and 1 Word,
Farhin,"Delight, Pleasure, Mirth, Joy, Rejoicings, Cheerfulness, Gladness, Gaiety",,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Faghir,Champa Flower,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Forouzandeh,Shining,,Girl,Persian,2,Muslim,NO,11 Letters and 1 Word,
Taabdaaz,Shiny,,Girl,Arabic,1,Muslim,NO,8 Letters and 1 Word,
Fozhan,A Loud Voice Or Sound,,Girl,Persian,8,Muslim,YES,6 Letters and 1 Word,
Ferhana,Happy,,Girl,Persian,8,Muslim,NO,7 Letters and 1 Word,
Thoraya,Star,,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Taqwaa,"Piety, devoutness",,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Tazima,"Glorification, exaltation",,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Tharwah,Wealth,,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Tawfiqa,"Prosperity, good luck",,Girl,Urdu,10,Muslim,NO,7 Letters and 1 Word,
Tabahhur,"Like the river, Profoundly learned, Deep",,Girl,Urdu,8,Muslim,NO,8 Letters and 1 Word,
Tabalah,She was a narrator of Hadith,,Girl,Urdu,1,Muslim,NO,7 Letters and 1 Word,
Tajweed,Quran Reciter,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Taraab,"Joy & sorrow,",,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Tosif,Praise,,Girl,Arabic,10,Muslim,YES,5 Letters and 1 Word,
Tazmin,Good Habit,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Fairuzah,A precious gem,,Girl,Urdu,5,Muslim,NO,8 Letters and 1 Word,
Thuwabah,"(Thuwaybah)Name of a Sahabiyyah (RA), name of the lady, who had breast-fed the Holy Prophet, Muhammad (peace be upon him),",,Girl,Urdu,4,Muslim,NO,8 Letters and 1 Word,
Tahiyahortahiyat,Greeting,,Girl,Urdu,6,Muslim,NO,16 Letters and 1 Word,
Fahhama,"Very intelligent, learned",,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Tareeda,Find The,,Girl,Urdu,3,Muslim,NO,7 Letters and 1 Word,
Fadyaa,Sacrificing,,Girl,Urdu,5,Muslim,YES,6 Letters and 1 Word,
Frayashti,"Worship, Praise",,Girl,Persian,2,Muslim,NO,9 Letters and 1 Word,
Fadiyah,"Redeemer, self sacrificing",,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Fatim,A Woman Worthy Of The Ut-Most Praise,,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Feeidha,"Rewarding, Generous,",,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Fazrah,DAMSEL ,,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Furaiah,"Name of a Sahabiyah, her second name was Faari",,Girl,Urdu,7,Muslim,NO,7 Letters and 1 Word,
Fahminda,The Discernment,,Girl,Urdu,4,Muslim,NO,8 Letters and 1 Word,
Furhat,"Joy, Cheerfulness",,Girl,Arabic,10,Muslim,YES,6 Letters and 1 Word,
Fatat,Young Girl,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Fikriyyah,Meditative,,Girl,Urdu,3,Muslim,NO,9 Letters and 1 Word,
Tofiq,Power,,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Taheraortahira,"Pure, chaste,",,Girl,Urdu,5,Muslim,NO,14 Letters and 1 Word,
Thurrayya,"star,The Pleiades",,Girl,Urdu,4,Muslim,NO,9 Letters and 1 Word,
Thubaitah,"Name of a Sahabiyyah (RA),",,Girl,Urdu,3,Muslim,NO,9 Letters and 1 Word,
Tabahhuj,"Be glad, Cheerful",,Girl,Urdu,9,Muslim,NO,8 Letters and 1 Word,
Tasmeekh,"Living in fragrance,",,Girl,Urdu,5,Muslim,NO,8 Letters and 1 Word,
Tofia,Promise,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Tharwat,"Wealth,",,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Thufailah,Elegant with good respect for her elders,,Girl,Urdu,5,Muslim,NO,9 Letters and 1 Word,
Fravardin,Guardian Spirit Of A Mortal,,Girl,Persian,1,Muslim,NO,9 Letters and 1 Word,
Tawaddud,Endearment,,Girl,Urdu,9,Muslim,NO,8 Letters and 1 Word,
Fawziyyah,"Variant Of Fauzia: Victorious, Triumphant, Successful,",,Girl,Arabic,9,Muslim,NO,9 Letters and 1 Word,
Fareefta,"Devotee, lover,",,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Fadheeler,"Variant Of Fadhiler: Virtue, Excellence,",,Girl,Arabic,9,Muslim,NO,9 Letters and 1 Word,
Falihah,Successful,,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Farkhondeh,"Happy, Joyous",,Girl,Persian,4,Muslim,NO,10 Letters and 1 Word,
Franak,Mother Of Faridun,,Girl,Persian,7,Muslim,YES,6 Letters and 1 Word,
Faaiqah,High,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Aza,Comfort,,Girl,Arabic,6,Muslim,YES,3 Letters and 1 Word,
Aliyah,Highborn,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Ayda,"Benefit,",,Girl,Arabic,7,Muslim,YES,4 Letters and 1 Word,
Aiyla,"Moonlight or moon halo, A beautiful girl who is strong a fighter and is so easy to fall in love with,",,Girl,Turkish,7,Muslim,YES,5 Letters and 1 Word,
Andleeb,nightingale,,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Abla,A wild rose ( Swahili origin ),,Girl,Arabic,8,Muslim,YES,4 Letters and 1 Word,
Aatirah,Fragrant,,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Anah,"Patience, perseverence",,Girl,Urdu,7,Muslim,YES,4 Letters and 1 Word,
Anna,Food,,Girl,Urdu,3,Muslim,YES,4 Letters and 1 Word,
Akila,"In egyptian meaning is : Intelligent,",,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Nazeer,Like; Equal,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Nurah,Light,,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Nudar,"Gold,",,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Naamah,In hebrew meaning is : Pleasant,,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Nawra,"Blossom, flower,",,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Nikoo,"Good, Beautiful",,Girl,Persian,3,Muslim,YES,5 Letters and 1 Word,
Naqiya,Unblemished,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Nafla,"Surplus, Overabundance",,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Noor Afza,Noor Boosting,,Girl,Urdu,3,Muslim,NO,9 Letters and 2 Word,
Nacira,victorious,,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Aminah,"Honest, Trustworthy, Truthful, Reliable ",,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Nivin,Kines,,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Nakhat,Fragrance,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Nafiah,Profitable,,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Adara,Virgin,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Amsal,Obedience,,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Arfia,Someone Coming For Protection ,,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Aidah,"Guest, the one whos returning",,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Adra,Virgin,,Girl,Arabic,5,Muslim,YES,4 Letters and 1 Word,
Afeefah,"Pure, chaste, virtuous",,Girl,Urdu,5,Muslim,NO,7 Letters and 1 Word,
Almira,"Princess, Truthful,Aristrocratic Lady,",,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Ajra,Abides,,Girl,Urdu,2,Muslim,YES,4 Letters and 1 Word,
Akifa,"Devoted to, dedicated to,",,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Ajla,"Brighter, Beautiful, Smoother",,Girl,Arabic,3,Muslim,YES,4 Letters and 1 Word,
Aafreeda,"Created, brought into being, Produced",,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Amyrah,Highborn Girl,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Adeel,Equal,,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Najmah,"In Sindhi meaning is : Star,",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Nazmeen,"Light; Delight; Beautiful,",,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Alhena,"A Ring, A Star In The Constellation Gemini,",,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Ansara,Helper,,Girl,Urdu,8,Muslim,YES,6 Letters and 1 Word,
Afana,To forgive,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Nastaran,A Flower Much Like A Wild Rose,,Girl,Persian,6,Muslim,NO,8 Letters and 1 Word,
Nudbah,"Lament, Scar",,Girl,Urdu,2,Muslim,YES,6 Letters and 1 Word,
Aqeela,"Wise, Sensible,",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Aleah,Morning Fragrance Or Rising,,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Aasimah,"In Sindhi meaning is : Protector, defendant, central,",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Nayyer,Radiant,,Girl,Persian,9,Muslim,YES,6 Letters and 1 Word,
Nibaal,In Muslim meaning is : Arrows,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Nurgul,Radiant rose,,Girl,Turkish,9,Muslim,YES,6 Letters and 1 Word,
Najeeba,"Variant Of Najiba: Excellent, Intelligent,",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Naailah,"Earner, winner,",,Girl,Urdu,9,Muslim,NO,7 Letters and 1 Word,
Naghmeh,"Melody, Song, Tune",,Girl,Persian,6,Muslim,NO,7 Letters and 1 Word,
Nasma,"Ripple,",,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Nur,"Light,",,Girl,Arabic,4,Muslim,YES,3 Letters and 1 Word,
Nashrah,Magic,,Girl,Arabic,6,Muslim,NO,7 Letters and 1 Word,
Rasida,Supporting ,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Nazgul,"Cute flower,",,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Nedjma,star,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Nayely,"Brave, Strong",,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Rahla,"Happy, mirth, joyous,",,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Ruwaa,"Beauty, grace, prettiness",,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Rashad,Straight,,Girl,Urdu,1,Muslim,YES,6 Letters and 1 Word,
Roxie,"Dawn, Bright",,Girl,Persian,6,Muslim,YES,5 Letters and 1 Word,
Rasfia,Friends Citation,,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Rawdha,In Hindu meaning is : A bunch of gems,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Rawiyah,"Transmitter Of Ancient Arabic Poetry,",,Girl,Arabic,5,Muslim,NO,7 Letters and 1 Word,
Reyhana,Sweet smelling flower of paradise,,Girl,Urdu,7,Muslim,NO,7 Letters and 1 Word,
Roziat,beautiful,,Girl,Latin,2,Muslim,YES,6 Letters and 1 Word,
Rahmaa,To have mercy upon,,Girl,Urdu,6,Muslim,YES,6 Letters and 1 Word,
Roxanna,"Dawn, Bright",,Girl,Persian,3,Muslim,NO,7 Letters and 1 Word,
Reshmina,"Silken,",,Girl,Urdu,6,Muslim,NO,8 Letters and 1 Word,
Rauhah,Happy Contented,,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Ra'isa,"Leadress, Matron,",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Rawiah,Transmitter of ancient Arabic poetry,,Girl,Urdu,6,Muslim,YES,6 Letters and 1 Word,
Roxelana,"One who comes from the Rutheria region, Also a name of Hurem",,Girl,Turkish,6,Muslim,NO,8 Letters and 1 Word,
Raakiba,Horse rider,,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Runs,"Light, Ray",,Girl,Urdu,4,Muslim,YES,4 Letters and 1 Word,
Roshanak,Small Light,,Girl,Persian,8,Muslim,NO,8 Letters and 1 Word,
Rubab,Instrument Name,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Rummana,"Pomegranate,",,Girl,Urdu,9,Muslim,NO,7 Letters and 1 Word,
Reyhan,"A plant name, a basil",,Girl,Turkish,8,Muslim,YES,6 Letters and 1 Word,
Ruyah,"Dream, vision",,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,
Rummanah,"A pomegranate,",,Girl,Urdu,9,Muslim,NO,8 Letters and 1 Word,
Ruwaidah,Walking gently,,Girl,Urdu,3,Muslim,NO,8 Letters and 1 Word,
Rond,"Variant Of Rand: Tree Of Good Scent,",,Girl,Arabic,2,Muslim,YES,4 Letters and 1 Word,
Rafiqah,"Friend, companion",,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Rakina,"Firm, steady, fem, of Rakin,",,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Raweeda,Gently Vision,,Girl,Urdu,9,Muslim,NO,7 Letters and 1 Word,
Sabah,"Morning, Dawn",,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Sabaa,"Variant Of Saba: Eastern Wind,",,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Sahla,"Easy, Convenient,",,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Saila,To attack,,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Safwa,"An Arab Feminine Name,",,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Safana,High ancestry,,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Soran,Redness Of Twilight,,Girl,Urdu,10,Muslim,YES,5 Letters and 1 Word,
Sanat,"Handicraft,Art investment",,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Simrah,Jannat heaven,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Samirah,Companion in evening conversation,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Sanad,"Support, prop, document,",,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Salah,"Righteousness Of The Faith, Goodness",,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Sabr,"Patience, self control",,Girl,Urdu,2,Muslim,YES,4 Letters and 1 Word,
Sefa,Pleasure,,Girl,Turkish,7,Muslim,YES,4 Letters and 1 Word,
Sada,"In hebrew meaning is : Form of Sarah, Princess",,Girl,Arabic,2,Muslim,YES,4 Letters and 1 Word,
Saniha,"Tall and high, bright,",,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Sema,To Speak (Kiswahili),,Girl,Arabic,3,Muslim,YES,4 Letters and 1 Word,
Sanan,The Tip Of The Spear,,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Shayla,Little mountain,,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Sabha,Beautiful,,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Shafiqa,"Kind, Compassionate,",,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Sharmeen,Shy,,Girl,Urdu,6,Muslim,NO,8 Letters and 1 Word,
Summer,Summer Season,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
